day_reported	data_source	variable	value
2020-10-09	corona-data.ch	deaths	2
2020-10-10	corona-data.ch	deaths	2
2020-10-11	corona-data.ch	deaths	3
2020-10-12	corona-data.ch	deaths	5
2020-10-13	corona-data.ch	deaths	8
2020-10-14	corona-data.ch	deaths	6
2020-10-15	corona-data.ch	deaths	6
2020-10-16	corona-data.ch	deaths	8
2020-10-17	corona-data.ch	deaths	8
2020-10-18	corona-data.ch	deaths	7
2020-10-19	corona-data.ch	deaths	10
2020-10-20	corona-data.ch	deaths	12
2020-10-21	corona-data.ch	deaths	18
2020-10-22	corona-data.ch	deaths	16
2020-10-23	corona-data.ch	deaths	17
2020-10-24	corona-data.ch	deaths	17
2020-10-25	corona-data.ch	deaths	18
2020-10-26	corona-data.ch	deaths	8
